lognorm;(0.0690239142869323, 0.0018512349054804248, 0.06760057406054663);0.14000000000000001;0.67793689645204447
norm;(0.06961333333333335, 0.004693428029347704);0.17999999999999994;0.35842013202456913
dweibull;(0.9475932689960274, 0.06866666666666668, 0.003326725295962083);0.26000000000000001;0.056045859714424606
expon;(0.06199997000521507, 0.007887256594826563);0.32000000000000001;0.0088991590565515657
