1;1.2497210502624512
1;1.5417330265045166
1;2.1097230911254883
2;1.093357801437378
2;1.4700758457183838
3;1.075592041015625
3;1.3475890159606934
3;1.3595900535583496
4;1.2039949893951416
4;1.2479839324951172
4;1.4088160991668701
5;1.1278479099273682
5;1.4066810607910156
5;1.4598491191864014
5;1.5878350734710693
6;1.3208420276641846
6;1.3608429431915283
6;1.6808428764343262
7;1.4781239032745361
7;1.734025001525879
8;1.4647440910339355
9;1.149796962738037
10;1.0451710224151611
10;1.1392199993133545
10;1.3192319869995117
10;1.483208179473877
