dweibull;(0.94759326899602736, 0.068666666666666681, 0.003326725295962083);0.17999999999999994;0.35842013202456913
lognorm;(0.069023914286932303, 0.0018512349054804248, 0.067600574060546634);0.24000000000000005;0.095096106617621592
norm;(0.069613333333333346, 0.0046934280293477043);0.26000000000000001;0.056045859714424606
expon;(0.061999970005215073, 0.0078872565948265635);0.38;0.00096558909402321542
